content,sentiment_value
"@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?",0.542
"@Arsenal Giroud's beard is making me angry.",0.625
"@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW",0.646
"@jaybusbee Well, not Archie. No offense but he's kinda old.",0.396
"@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph",0.25
"Me and these burns that I pick up off the pitches don't get on at all like \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2 #sting",0.542
"ICQ is just making me mad!!!\xf0\x9f\x98\xa4 #icq #angry",0.75
"If angry, bash out your frustration on the pastry #GBBO",0.53
".@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming",0.792
"Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD",0.375
"@talkRobyn oh dear I have to watch this the woman with the pout did well",0.442
"He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.",0.458
"@Dak2future decorations are up all over Jersey already #outrage",0.562
"We're going to get City in the next round for a revenge.",0.438
"@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol",0.389
"No respect for people who force their opinions on to others yet get offended when someone does the same to them \xf0\x9f\x98\x82",0.479
"Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife",0.479
"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",0.708
"Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.",0.741
"I genuinely think I have anger issues",0.604
"Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal",0.458
"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",0.562
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",0.5
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury",0.396
"When you forget to mention you were bought dreamboys tickets \xf0\x9f\x99\x84\xf0\x9f\x98\x82 #raging",0.458
"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein",0.312
"So Rangers v Celtic ll #revenge",0.333
"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",0.583
"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! ",0.417
"@NJDDanin123 I personally liked #relentless \xe2\x80\xa6didn't get #OurHouse #OneJersey #werealldevilsinside \\nDoes nothing till a puck drops #NJDevils",0.354
"I can see how this will end\\nIn all its bitter tragedy\\nI'll give you all I have to spend\\nAnd you'll give nothing back to me",0.542
"Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha",0.2
"You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!",0.708
"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",0.604
"I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered",0.91
"@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ",0.479
"@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ",0.542
"@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail",0.625
"Another loss to city in the cup next \xf0\x9f\x99\x88 \xf0\x9f\x98\x82\xf0\x9f\x98\x82 cmon united! ",0.292
"So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter",0.417
"Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly",0.604
"@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?",0.354
"Skipping meals is the national way of showing #disappointment and . #wiz",0.354
"@mdivincenzo9 he's stupid, I hate him lol #bitter",0.646
"@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !",0.354
"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",0.521
"I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry",0.583
"Cheap pout my brodcast",0.232
"Houston might lose a coach tomorrow or by midnight.  #yikes #offense?",0.271
"@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical)",0.479
"@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.",0.688
"When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us \xf0\x9f\x98\xad\xf0\x9f\x98\xad @__KirstyGA  #oldcunt",0.625
"@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended",0.405
"Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha",0.458
"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",0.417
"some of the casuals tweets that Vic has faved are making me gag ",0.646
"@Supergold2002 Terence- got a lot of anger issues from my family and school.",0.625
"@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other'",0.604
"@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -",0.333
"@JaredLeto Jared + #snap? \xf0\x9f\x92\x98",0.188
"@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming",0.771
"Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part",0.521
"My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!\xf0\x9f\x98\xa2\xf0\x9f\x92\x9e\xf0\x9f\x98\xa9",0.229
"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff \xf0\x9f\x99\x84",0.542
"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage",0.438
"There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know",0.667
"says, who are you to compared me with the others; I'm just human. #lit #fire ",0.5
"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",0.521
"I hope my hustle don't offend nobody",0.292
"ramos does what he does best burning haters with his head",0.509
"@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage",0.417
"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",0.375
"Follow me on Snapchat \xf0\x9f\x91\xbb Carlabtst15 #snapchat ",0.188
"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate",0.375
"The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some",0.479
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",0.604
"@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion \xf0\x9f\x99\x88\xf0\x9f\x98\x82\xf0\x9f\x98\x82",0.396
"Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps",0.75
"@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees",0.667
"my mom cut my phone off and I'm so furious \xf0\x9f\xa4\x97",0.75
"Don't chase fame\\nif you're going\\nto resent it\\nwhen it starts\\nchasing you'\\nWRDSMTH",0.542
"I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry",0.792
"So excited to watch @RuPaulsDragRace #allstars \\n #RuPaul ",0.208
"So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted ",0.896
"#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget",0.521
"These NA kids are relentless",0.458
"Why mfs so bitter",0.562
"Like hello? I am your first born you must always laugh at my jokes. #offended",0.562
"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.",0.542
"@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol",0.333
"@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol",0.396
"I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of \xc2\xa320 - I was fuming @EmmaGould_ I miss you",0.688
"Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile",0.375
"Thou wilt be as valiant as the wrathful dove, or most magnanimous mouse. William Shakesphere",0.464
"A black female LEO\xf0\x9f\x92\x99 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive",0.583
"Now they fret about scuffs. I\xe2\x80\x99ll take scuffs (which\xe2\x80\xa6come in) for a phone I can use wet handed or drop in a toilet any day.",0.396
"I need all your attention! If I don't I'll pout..",0.479
"I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.",0.375
"@TheRevAl please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!",0.729
"People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop",0.688
"Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat  #country #countrygirl",0.173
"That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume",0.667
"@RiveraJose39 happy birthday to my seed\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f #renewtherivalry #imyourdaddy #cantbeatme #madden #tater",0.138
"@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.",0.396
"@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! ",0.729
"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.",0.406
"JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics ",0.292
"@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin",0.646
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",0.729
"@hoytschile fury road!!",0.438
"I wish the next madden has a story mode too. Just like Fifa 17 ",0.292
"i already gets aggravated too fast like why aggravate me on purpose?",0.604
"Yo gurls Dm for a tribute \xf0\x9f\x98\x9c\xf0\x9f\x92\xa6 #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow",0.271
"@stoozyboy1 @chris_sutton73 \xf0\x9f\x98\x82\xf0\x9f\x98\x82 Oh the zombie rage \xf0\x9f\x98\x82",0.375
"Circle K is dead to me. I hate your new slushie machine.  #livid",0.75
"@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me #fuming",0.667
"@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming",0.628
"We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews",0.667
"never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*",0.521
"I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.",0.583
"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",0.167
"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",0.5
"I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media",0.625
"I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown",0.479
"Chris ate all my mac n cheese so imma eat all his taffy #revenge",0.438
"I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.",0.394
"Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.",0.427
"@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall",0.542
"Okay you've annoyed me, you haven't done a good job there at all. #furious",0.673
"What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger, the constant waiting.. what u do ? @ritujai18874",0.458
"@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage",0.646
"@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.",0.542
"@brian5or6 turn that shit off!   Home Button under Accessibility. \\n\\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome",0.667
"Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp",0.646
"Panpiper playing Big River outside The Bridges in SR1 #outrage",0.5
"\xe2\x80\x9cDo not fret if you are not cool! Humans who follow me, become instantly cool!\xe2\x80\x9d #Bot",0.375
"@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me \xf0\x9f\x98\x8d",0.271
"Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed",0.417
"and apparently he's supposed to have a Scottish accent??? I'm #offended",0.562
"Candice on great british bake off with that pout does my head in \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb\xf0\x9f\x99\x84",0.583
"@Remedy0_ switch host no bullet rage.",0.396
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",0.604
"@bismahmalik .....Seems like a fight ready to rage on.....",0.438
"Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines",0.375
"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbc",0.25
"630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold",0.208
"@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus ",0.521
"@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 ",0.125
"@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter",0.396
"if u have time 2 open a snap, u have time 2 respond",0.375
"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",0.458
"Ok but how are the fast &amp; furious movies NOT classified as comedy's? \xf0\x9f\xa4\x94",0.292
"@TillTheEndMMVI I accidetly dumped boiling water my myself \xf0\x9f\x98\xab",0.521
"one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge",0.435
"Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ",0.396
"but that was a mistake and a half assed excuse and now here i am burning in hell forever",0.729
"Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober \xf0\x9f\x98\x82",0.333
"@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...",0.5
"@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.",0.396
"The best revenge is massive success. \xe2\x80\x93Frank Sinatra",0.375
"#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!",0.729
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",0.629
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town ",0.271
"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole",0.708
"@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone ",0.458
"@HannahFJames I'm distraught! \xf0\x9f\x98\xad Candice and her pout can piss off",0.625
"Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha",0.25
"I've never seen fast &amp; furious Tokyo drift. Boutta watch it",0.229
"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)",0.375
"The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days",0.521
"@lericoo 35. Do you hold a grudge against your ex?",0.263
"@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge",0.479
"How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder ",0.667
"Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....",0.479
"@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry",0.447
"@VodafoneUKhelp @VodafoneUK wow!! My bill is \xc2\xa344.77 and hav a text from u to prove that and you have taken \xc2\xa3148!!!!! #swines  #con!",0.646
"Goddamn headache. ",0.646
"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",0.481
"@esraalajmy huff btw ty\xf0\x9f\x98\x94",0.375
"@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice",0.896
"My back is starting to irritate me and it's barely 2:19 \xf0\x9f\x98\x93",0.417
"Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi",0.458
"@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. ",0.375
"New madden kicking \xf0\x9f\x9a\xae",0.396
"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f",0.438
"@tttinplay nice. why are u fuming then \xf0\x9f\x98\x82",0.312
"@jaaames1993 Literally burst out laughing.",0.067
"Egyptian officials expressed frustration and outrage over the Obama/Hillary administration\xe2\x80\x99s support of the Muslim Brotherhood",0.579
"Just watching crimewatch what kind of sick fuck touches 6 year olds \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 shit like this makes me fume!!!",0.688
"@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",0.625
"@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming",0.75
"My baskets are better when I'm in a bad mood someone irritate me before practice please",0.479
"I miss my gran singing Rawhide, in her deep baritone growl.",0.292
"@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR",0.792
"You insult the late Sherri Martel",0.333
"No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.",0.542
"@tomwilcox77 @mattgrime fuming",0.729
"@healeyraine I'm offended, I actually am",0.479
"Don't be bitter",0.292
"#IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank\\n#TerrorStatePak",0.458
"i love the word fret so much and im in heaven",0.127
"I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross",0.542
"Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG",0.458
"@FoxNews #Poor = #angry and justly so. Offer people some hope! My god, does anyone see this?! #Education should not be for the #elite",0.75
"@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive",0.417
"Just paid for chicken at @panerabread and didn't even get any \xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91 there goes 4 dollars and me as a customer ",0.604
"Chick told me I look like Childish Gambino. #insult or #compliment",0.542
"@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood",0.538
"@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading ",0.583
"@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #\xf0\x9f\x98\x82\xf0\x9f\x98\x82",0.583
"@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin #snap",0.521
"You offend me, @Tansorma",0.542
"@RossKemp watching on +1. I would have been straight out of there with the guy who was getting irate! #ExtremeWorld",0.562
"my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl",0.333
"Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly",0.792
"@AgentTinsley I believe that's what you call the fury of the righteous.",0.5
"Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. ",0.729
"If I spend more than \xc2\xa310 in shimmy on \xc2\xa31 drinks I'll be raging, but we all know it's gonna happen",0.5
"Actually fuming I have nothing to wear Saturday",0.792
"This fuck you is boiling up inside, its not gonna be good when I let it out.",0.792
"Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up ",0.976
"If you let a general tweet offend you, you definitely shouldn't be on twitter.",0.417
"@JuliaHB1 Bloody right ",0.562
"@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.",0.583
" I can't guess if you holding a grudge against the best'",0.425
"#Scorpio always seek revenge!",0.583
"@Kim_is__bored exactly what I have been saying on fb.. #bitter",0.479
"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom.",0.5
"@BI_Science Opioid rapid pill plague...Speed generations Pulse Rapid rabid Impairment Ist Choice Stacked usage vs street ingestion demo US",0.562
"angry already",0.688
"@bassekraah. @sunilddesai @jyoti1013 @Archnahr . A2: #irritation and isolation #lifenabler",0.542
"@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen",0.479
"im on holiday for the next round, fuming!",0.562
"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\\n#quotes #quotestoliveby",0.229
"You're so thirsty for the chance to disagree w/ the left, that you don't even realize when something is an affront to your bigoted platform.",0.5
"Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme  #nudes #tits #snapchat",0.188
"the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage",0.417
"Ananya just grabbed a bible, opened it, started reading, and then said 'where do they talk about burning people?'",0.417
"whenever i pout i just want Adrian to appear and tell me to stop pouting or else",0.521
"very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage",0.771
"@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp",0.458
"Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! #raging",0.755
"Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone",0.434
"British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!",0.479
"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",0.831
"@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace",0.339
"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",0.583
"@soyoprincess they irritate me. Them and their inch thick made up masks",0.667
"@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned",0.729
"Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual",0.312
"I asked Jared to marry me and he said no. ",0.521
"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",0.764
"Y'all bitches be so angry and bitter, that must truly suck lol",0.708
"Bloody parking ticket \xf0\x9f\x98\x92\xf0\x9f\x92\xb8 #fuming",0.792
"Boys Dm me pictures of your cocks! The best one will get uploaded! \xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6 #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute",0.396
"@RiveraJose39 happy birthday to my seed\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f #renewtherivalry #imyourdaddy #cantbeatme  #tater",0.375
"@jamiesmart Huh! It's always my fault isn't it &gt;:(  #sulk",0.646
"@cxmbeferre so you WOULDNT date me????? ",0.458
"This anger inside I turned to fuel, I burned and watched myself spin down, like inferno types,",0.688
"@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.",0.562
"Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming \xf0\x9f\x98\xa1",0.75
"Still can't log into my fucking Snapchat #Snapchat ",0.771
"#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown",0.521
"@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad",0.667
"@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.",0.562
"I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes",0.562
"@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby",0.571
"@XemitSellsMagic add tracking but resent them",0.688
"People often grudge others what they cannot enjoy themselves.",0.396
"@ggreenwald What if the supposed animosity is all bullshit to con the Iranians?",0.646
"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2 #angry #fedup",0.484
